Id,Name,Description,Participation,Location,Add,Region,Town,Tel,Org,Start,End,Cycle,Noncycle,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class1,Class2,Map,Travellinginfo,Parkinginfo,Charge,Remarks
C2_376470000A_000358,轉知南投縣名間鄉公所辦理「2023臺灣國際茶飲文化節」活動,"一、名間鄉公所辦理「2023年臺灣國際茶飲文化節」創意茶飲比賽(學生組)，本次比賽原定報名期限為7月12日(星期三)中午截止，因尚有學校未收到簡章通知，故報名期限延至7月19日(星期三)中午12時截止，歡迎貴校鼓勵所屬學生踴躍參加。二、參賽隊伍入圍決賽名單預計於8月7日(一)於「名間鄉公所」官方網站公布為準，並以電子郵件通知參賽者。三、本次學生組比賽冠軍可獲得獎金10,000元整，詳情請見報名簡章。",,南投縣名間鄉農會,南投縣名間鄉中正村彰南路26號,南投縣,名間鄉,886-4-92732116,南投縣名間鄉公所,2023/08/02 00:00:00,2023/08/26 00:00:00,,,,https://tourism.chcg.gov.tw/upload/12/2023071113331251582.jpg,2023年臺灣國際茶飲文化節,,,,,120.704111,23.836871,7,,,,,,
C2_376470000A_000359,2023花筍節7月8日在茉莉花壇夢想館,"盛夏茉莉花開的暑假期間，邀請大家一起來參加7月8日（六）花壇鄉農會與花壇鄉公所共同舉辦2023花筍節活動，活動當天內容豐富，有品茉莉、吃竹筍、竹筍搬搬樂、竹筍肉燥飯大胃王競賽、遊園區及親子DIY等。還特地邀請甜點師親授日式和菓子與法式甜點，讓大家無需出國，只要來一趟『茉莉花壇夢想館』就能體驗正統的日本茶藝文化與品嚐法式甜點。花壇茉莉不只有好茶，今年加碼推出全新茉莉微醺系列：四季茉莉蜂蜜酒、四季茉莉氣泡蜂蜜酒，並與一直以來頗受市場歡迎的茉莉金萱啤酒，成為主打的三大茉莉微醺系列商品，預期將於市場蔚為風潮（未滿18歲請勿飲酒、喝酒勿駕車），邀請全國民眾暑假來花壇賞花、品茶、吃甜點、玩遊戲，吃喝玩樂，一次滿足。　　「2023彰化GO購」消費抽獎活動，凡憑7月至9月稅籍登記在彰化縣業者的發票或收據，消費滿200元以上，登錄活動網站，就有機會抽中頭獎100萬元現金，還有總價值超過2,000萬元以上現金獎、觀光旅遊獎與加碼雲端發票獎，總獎項超過1萬4,000個歡迎民眾花在彰化，前來參加花筍節活動買好買滿，還可以抽大獎喔。",,茉莉花壇夢想館,彰化縣花壇鄉花壇街273號,彰化縣,花壇鄉,886-4-7531651,彰化縣政府,2023/07/08 00:00:00,2023/07/08 00:00:00,,,,https://tourism.chcg.gov.tw/upload/12/2023063015473367567.jpg,2023花筍節7月8日在茉莉花壇夢想館,,,,,120.537311,24.026661,7,,,,,,
C2_376470000A_000360,2023王功漁火節,今年夏天『2023王功漁火節』將於7月15、16日熱鬧登場！2天的活動年年都吸引大批人群前往朝聖體驗漁港風情，感受各項港灣捕捉嘗鮮樂趣，期能塑造「北貢寮、中王功、南墾丁」音樂季。從白天嗨到夜晚，精采不斷；另外，還有祈福踩街嘉年華於王功地區信仰中心－福海宮⛩，舉行祈福嘉年華，祈求活動順利及一系列文化活動，今年除了慶祝節日也見證彰化建縣300年的歷史。♪ .•*¨*•.¸¸♬✧┈┈┈＊┈┈┈┈＊┈┈┈┈＊┈精彩活動內容《超強卡司現身王功!!HIGH翻今夏!!》《清涼城堡揪在王功 相揪來蹦跳》開放時間：7/15-7/16 11:00-17:00現場提供最有趣最繽紛的氣墊城堡，讓小朋友們都為之瘋狂，在這個夏天就是要活力的蹦蹦跳跳，再搭配清涼消暑的水滑梯，把整夏天的活力都在王功盡情釋放吧！一次跳到離開地球表面吧！！《超值活動抽獎 》凡於活動現場，服務台出示彰化在地消費滿200元發票，即可獲得活動加碼抽獎券1張(每人限定一張)與專屬王功超Q手扇1個。活動獎品有：Gogoro lite、Iphone SE 、Hoenywell清淨機、鍋寶智能氣炸烤箱等好禮。《漫遊彰化 探索小鎮》樂活彰化 玩翻每一天，沿著王功福海宮、鹿港天后宮、八卦山周邊景點，可規劃一日遊、二日遊、三日遊的小旅行喔!꒰活動會場內接駁時間꒱09:00~22:00꒰彰化火車站到活動會場接駁時間꒱08:00、08:30、09:00、09:30、10:00、10:30、11:00、11:30、13:00、13:30、14:00、14:30、15:00、15:30、16:00、16:30、17:00、17:30꒰福海宮到彰化火車站接駁時間꒱14:30、15:00、15:30、16:00、16:30、17:00、17:30、18:00、18:30、19:00、19:30、20:00、20:30、21:00、21:20、21:40、22:00,,王功漁港,彰化縣芳苑鄉,彰化縣,芳苑鄉,886-4-7531684,彰化縣政府,2023/07/15 00:00:00,2023/07/16 00:00:00,,,,https://tourism.chcg.gov.tw/upload/12/2023063016344687210.jpg,2023王功漁火節,,,,,120.322621,23.968741,3,,,,,,
C2_376470000A_000361,轉知交通部觀光局澎湖國家風景區管理處辦理「2023澎湖追風音樂節」活動,交通部觀光局澎湖國家風景區管理處將於8月19日(六)至9月30日(六) 於澎湖觀音亭舉辦2023澎湖追風音樂節，去年2022澎湖追風音樂節吸引超過10萬名遊客齊聚澎湖，今年將延續熱潮，盛大登場，超強卡司包含蔡健雅、謝金燕、A-Lin、五堅情等陣容，號召所有熱血樂迷們，一起遊澎湖、吃美食，享受最療癒的音樂饗宴。,,澎湖觀音亭,880澎湖縣馬公市介壽路7號,澎湖縣,馬公市,886-6-9216521,交通部觀光局澎湖國家風景區管理處,2023/08/19 00:00:00,2023/09/30 00:00:00,,,,https://tourism.chcg.gov.tw/upload/12/2023070414220673680.jpg,2023澎湖追風音樂節,https://tourism.chcg.gov.tw/upload/12/2023070414220025583.jpg,2023澎湖追風音樂節,,,119.562061,23.567591,7,,,,,,
C2_376470000A_000362,轉知屏東縣恆春鎮公所辦理「各項政策宣導暨2023恆春古城國際豎孤棚 觀光文化活動」,一、本活動訂於112年8月30日(星期三)於屏東縣恆春鎮東門古城豎孤棚會場辦理。二、豎孤棚競賽報名自112年7月20日至8月11日，額滿為止，詳細活動資訊請參閱競賽辦法或洽詢屏東縣恆春鎮公所觀光農業課，電話：08-8881311。三、本活動內容如有變更，以屏東縣恆春鎮公所網站公告為準。,,屏東縣恆春鎮東門古城,屏東縣恆春鎮恆東路259-2號,屏東縣,恆春鎮,886-8-8898112,屏東縣恆春鎮公所,2023/07/20 00:00:00,2023/08/11 00:00:00,,,,,,,,,,120.750171,22.004021,9,,,,,,
C2_376470000A_000363,2023 南投世紀百K自行車挑戰暨小鎮漫遊嘉年華-集集小鎮采風漫騎,集集小鎮采風漫騎為推廣彰化縣自由車風氣，彰化縣體育會自由車委員會揪團參加『中華民國自行車騎士協會』主辦的集集小鎮采風漫騎自行車活動，此活動報名費用將由彰化縣體育會自由車委員會支出，限額100名，請大家踴躍報名參加。1.活動日期：7月29日(六)2.集合時間：0800開幕，請在這之前到會場3.集合地點：集集武昌宮4.騎乘距離：約12公里5.贈品：紀念衫、消費券60元、集章券送集集麵線、冰棒...,,集集武昌宮,南投縣集集鎮八張街181號,南投縣,集集鎮,886-2-89193595,南投縣政府,2023/07/29 00:00:00,2023/11/11 00:00:00,,,,https://tourism.chcg.gov.tw/upload/12/2023072415091641619.jpg,集集小鎮采風漫騎,,,,,120.792141,23.830881,8,,,,,,
C2_376470000A_000365,轉知南投縣名間鄉公所辦理 2023臺灣國際茶飲文化節-特色茶飲比賽暨 亮點活動之「卦山烹茶話古今-茶會與論壇」,一、本活動採線上報名(網址：https://reurl.cc/3xAamV)，報名成功後系統將以 E-mail 寄出確認信通知，各場次如下：(一)第一場：「有機茶發展」，時間：8月4日(五)下午1時30分至2時30分，地點：松柏嶺遊客中心。(二)第二場：「茶品評鑑定人員培訓-泡茶師與評茶師的不同」，時間：8月4日(五)下午3時至4時，地點：松柏嶺遊客中心(南投縣名間鄉名松路二段181號)。(三)第三場：「名間鄉茶產業發展與受天宮玄天上帝信仰」，時間：8月12日(六)下午6時至9時，地點：松柏嶺受天宮廟埕廣場(南投縣名間鄉松山街118號)。(四)第四場：「茶飲與大眾生活文化」，時間：8月18日(五)下午2時至3時，地點：木協台灣檜木坊(南投縣名間鄉出林虎路二段597號)。(五)第五場：「茶與文創」，時間：8月18日(五)下午3時20分至4時20分，地點：木協台灣檜木坊(南投縣名間鄉出林虎路二段597號)。(六)第六場：「推動友善生態茶園的經濟(含茶球製作體驗)」，時間：8月19日(六)下午1點至3點，地點：名間茶香碉堡(google收尋：砲陣地品茗園區)。二、如有相關事宜請洽聯絡人陳先生0983-371376 、施小姐0985-485577。,,松柏嶺遊客中心,南投縣名間鄉名松路二段181號,南投縣,名間鄉,886-4-92732116,南投縣名間鄉公所,2023/08/04 00:00:00,2023/08/19 00:00:00,,,,https://tourism.chcg.gov.tw/upload/12/2023080210120496481.jpg,2023臺灣國際茶飲文化節-特色茶飲比賽暨 亮點活動之「卦山烹茶話古今-茶會與論壇」,,,,,120.636041,23.833851,9,,,,,,
C2_376470000A_000366,轉知花蓮縣政府來函公告「112年度花蓮縣金針花季」道路交通管制措施,一、赤科山及六十石山全線道路禁止甲、乙類大客車上山，9人 座(含)以下自小客車及機車(含大型重型機車)可正常通行。二、赤科山交通管制如下:管制時間：112年8月12日(六)至10月10日(二)上午8時至下午5時30分。通行路段：由竹林湖路段單向上山(上山不管制)，赤科山主線道單向下山，請依指引牌行駛。管制站：第一管制站於三顆巨石叉口(遊客禁止從竹林湖下山)、第二管制站於赤科山土地公廟前(下山管制放行)、第三管制站於松村露營農莊(遊客禁止從赤科山主線道上山)。下山交通放行時間：每日上午10時至10時20分、中午12時至 下午1時30分、下午3時30分至3時50分，上午8時前及下午5時30分後不管制，並視道路情況機動管制放行。降雨安全措施，若氣象局發布大雨等級以上，勸導遊客避 免上山；大豪雨等級以上，禁止遊客上山，已上山者採行竹林下山。三、六十石山交通管制如下:東里產業道路918震災後中斷尚未修復，今年花季期間禁止通行。管制時間：112年8月12日(六)至10月10日(二)上午8時至下午5時30分。通行路段：由竹田路段雙向通行上下山。上下山通行時間：整點放行，並視道路情況機動管制放行。管制站：台九線路口處(上山管制)、東富禪寺旁岔路處(上山管制)、意象廣場(下山管制)、黃花亭停車場(下山管制)。小瑞士觀景平臺已設置1組臨時紅綠燈進行交通管制，請用路人依循交通號誌行駛。降雨安全措施，若氣象局發布大雨等級以上，勸導遊客避免上山；大豪雨等級以上，禁止遊客上山，已上山者原路下山。,,六十石山,臺灣花蓮縣富里鄉,花蓮縣,富里鄉,886-3-8227171,花蓮縣政府,2023/08/12 00:00:00,2023/10/10 00:00:00,,,,https://tourism.chcg.gov.tw/upload/12/2023080915510543455.jpg,「112年度花蓮縣金針花季」道路交通管制措施,,,,,121.317721,23.218781,9,,,,,,
C2_376490000A_000119,《大雅之風─雲林文化藝術獎貢獻獎得主作品暨典藏藝術展》,雲林本地人文薈萃，物產豐饒，境內藝術家人才輩出，雲林優良的環境與文化成為藝術家創作的無限泉源，其中有不少卓越的藝術家獲得雲林文化藝術獎貢獻獎殊榮。本次展覽以雲林縣文化藝術獎貢獻獎中，視覺藝術類得主的作品和部分典藏品為主要展覽內容，《大雅》是中國《詩經》中最早的詩歌，其體裁形式、藝術形象和表現手法，都有其深厚的藝術魅力；再者《大雅》的作者，皆是德高而有大才之人，本展覽取其「大雅」之意更引喻出創作者藝術上卓爾非凡之成就以及文采風華的人格內涵。「風」意味著風格、風範，與巔峰的「峰」同音，更象徵著藝術風格已達到巔峰之意。本次展覽將分四大區，分別「經典─藝術家的容顏」、「再現─藝術家的日常」、「匠心─藝術家的視野」以及「綻放─藝術互動」四區。邀請16位藝術家共同展出，屬於大師的故事，讓我們一同細細品味。展期：10月13日（四）起（上午9時至10時開幕式）請參觀民眾配戴口罩，遵守防疫措施。,,雲林縣 斗六市,雲林縣政府文化觀光處展覽館三樓,雲林縣,斗六市,886-5-5523175,雲林縣政府文化觀光處,2022/10/13 09:00:00,2023/03/31 17:00:00,,"103_09001700,105_09001700,102_09001700,104_09001700,106_09001700,107_09001700",,https://tour.yunlin.gov.tw/public/upload/Activity/220929061503049108DRENW.jpg,,,,,,120.524900,23.695250,02,,,,,,
C2_376490000A_000135,2023 斗六燈會 Sunshine 兔 you 啟燈暨跨年晚會,大家新年快樂~「2023 斗六燈會 Sunshine 兔 you 啟燈暨跨年晚會」12月31日（六）啟燈暨跨年晚會就在「斗六膨鼠森林公園」跨年晚會豐富活動內容、眾多精彩表演、超級大咖歌唱一流 一年一度啟燈閃耀大事，千萬不要錯過呦燈會展期 111年12月31日（六）至112年3月31日（五）閃亮不間斷展出區域主燈區在「斗六膨鼠森林公園」副燈區在「行啟記念館」#2023斗六燈會#12月31日至3月31日#啟燈暨跨年晚會#就在12月31日,,雲林縣 斗六市,斗六膨鼠森林公園,雲林縣,斗六市,886-5-5332000,斗六市公所,2023/01/01 00:00:00,2023/03/31 21:00:00,,,https://www.facebook.com/DouliuOffice,https://tour.yunlin.gov.tw/public/upload/Activity/230111123011338990TPNMD.png,,https://tour.yunlin.gov.tw/public/upload/Activity/230111123011354627PTKQS.jpg,,,,120.530000,23.696890,03,,https://goo.gl/maps/U7kyKthZhSNLoiudA,,,,
C2_376500000A_000001,布袋謝鹽祭,布袋洲南鹽場一年一度的謝鹽祭，以鹽田為舞台，由在地的慶和軒北管以傳統戲曲結合現代劇場，演出洲南鹽場重建的故事，並邀請三組音樂創作歌手，在秋天夜晚的海風中演唱，搭配駐村藝術家的影像MV創作，凸顯布袋的產業勞動、人文特色與在地價值。,,,,嘉義縣,布袋鎮,886-5-3478817,布袋嘴文化協會,1911/09/01 00:00:00,2065/09/30 23:59:00,,,,,,,,,,120.165400,23.390790,5,,,,,,
C2_376540000A_005204,2023台東跨年晚會—東漂去旅行,由臺東縣政府主辦【2023台東跨年晚會&mdash;東漂去旅行】活動，訂於12/31晚間6點在台東市海濱公園舉行，邀請三大男神歌手(金曲男歌手文青男神-吳青峰、饒舌嘻哈界奶爸男神-熱狗 MC HotDog及3金最佳斜槓跨界男神-盧廣仲)等藝人一起陪大家跨新年，歡迎跨年元旦3天假期，不妨東漂到台東安排一趟小旅行吧。【2023台東跨年晚會&mdash;東漂去旅行】日期｜2022/12/31時間｜18:00-00:30地點｜台東市海濱公園活動最新訊息請參閱 台東跨年晚會(原台東縣歲末系列活動)FB網址：https://www.facebook.com/089.taitung.party,,詳見官網,,臺東縣,臺東市,886-8-9350382,文化處,2022/12/31 18:00:00,2023/01/01 00:30:00,,,,,,,,,,121.164030,22.752910,03,,,,,,
C2_376540000A_005232,2023綠島海陸跨年活動【海馬齊歡慶】,"2023綠島海陸跨年活動【海馬齊歡慶】全台唯一的海陸同步跨年演唱會,想遠離塵囂不可錯過~【陸地跨年演唱會】聽音樂、看煙火、吃好料、抽大獎，還有意想不到的卡司讓你在綠島Chill整晚！日期 | 2022/12/31-2023/1/1時間 | 20:30-00:30地點 | 免稅商店前停車場【水下跨年夜潛倒數】＊需報名夜潛探訪緣島小精靈一豆丁海馬郵筒，一起向世界傳遞水下深藍11米的祝福。日期 | 2022/12/31-2023/1/1時間 | 22:00-00:30地點 | 石朗潛水區人數｜上限50人（以維持水下潛水品質與夜間安全）報名資格｜1. 具備AOW潛水證照（報名時需提供照片），若超過6個月以上無潛水請主動告知，並自費參加複習／練習課程。2. 需有30支以上及夜潛經驗。3.本活動為免費參與，並提供氣瓶，潛水設備、手電筒請自備，或另外向潛家租借。更多報名訊息請前往https://bit.ly/3AsO0Pt＊相關活動以綠島鄉公所【潛進綠島】活動ＦＢ公佈為準:https://www.facebook.com/DiveGreenIsland.Taiwan&lt;資訊來源:綠島鄉公所&gt;",,詳見官網,,臺東縣,綠島鄉,886-8-9672510,綠島鄉公所,2022/12/31 08:30:00,2023/01/01 00:30:00,,,,,,,,,,121.473180,22.661520,03,,,,,,
C2_376540000A_005234,2023柚見晚崙西亞東河馬拉松嘉年華,邀請全國的跑友『一起遊東河』，來到世外桃源的人間仙境-東河鄉，欣賞專屬東河的沿途風景，體驗山林路跑的『好去處』、大嗑晚崙西亞的『好食光』，沿途『小驚喜』的台灣獼猴，讓馬拉松不只是馬拉松，而是專屬東河的嘉年華活動。 指導單位 | 原住民族委員會、交通部觀光局東部海岸國家風景區管理處、臺東縣政府主辦單位 | 臺東縣東河鄉公所活動內容 |參加對象｜敬邀全國各慢跑社團及所有馬拉松慢跑愛好者一起遊東河活動時間｜2023年3月12日（星期日）早上06:00起跑活動地點｜臺東縣東河鄉-東河橋遊憩區 (台東縣東河鄉隧道路88號)活動項目｜全馬組42公里、半馬組21公里、小馬組9公里報名方式｜網路報名、在地報名報名日期｜111年11月30日起至112年01月30日止參賽資格｜凡滿18歲以上身心健康，均歡迎報名參加全馬組及半馬組；參賽者請確實評估個人身體狀況，審慎報名。＊未滿18歲選手報名全馬組及半馬組，必須檢附家長同意書。活動簡章及更多資訊請參閱活動報名網站:https://www.focusline.com.tw/30312SA/Activities/Activities.aspx?Page=Txt202211241629242668_ran*實際活動資訊以主辦單位公告為準。&lt;資訊來源：東河鄉公所&gt;,,詳見官網,,臺東縣,成功鎮,886-8-9896200,東河鄉公所,2023/03/12 06:00:00,2023/03/12 13:30:00,,,,,,,,,,121.304950,22.976740,03,,,,,,
C2_376540000A_005239,THE SOUND FROM TAIWAN 馬修連恩來台25周年音樂會,THE SOUND FROM TAIWAN馬修連恩來台25周年音樂會日期｜2023年1月14日(六)時間｜13:00-15:00地點｜東部海岸國家風景區管理處都歷遊客中心／月光舞台草坪區(臺東縣成功鎮信義里新村路25號)&lt;免費入場&gt;馬修連恩Matthew Lien官方粉絲團:https://zh-tw.facebook.com/MashowFB/*詳細活動以官方發佈為準。,,詳見官網,,臺東縣,成功鎮,886-8-9326141,臺東縣政府,2023/01/14 13:00:00,2023/01/14 15:00:00,,,,,,,,,,121.324940,23.019610,03,,,,,,
C2_376540000A_005240,2023太麻里跨年迎曙光音樂活動,2023太麻里跨年迎曙光音樂活動2023太麻里跨年迎曙光音樂活動，邀請大家一起來迎接新年第一道曙光。主辦單位:太麻里鄉公所【跨年音樂會】日期｜ 12/31時間｜ 21:00-00:30 (市集19:00~)地點｜千禧曙光紀念園區內容簡介｜現場安排有市集、氣球魔術秀、音樂表演及趣味競賽等活動，其中跨年音樂活動安排了日昇媽媽舞團及OL舞團帶來熱力動感的舞蹈，還有在地知名的黑孩子樂團、玩樂樂團的好音樂相伴，更有精彩的「喝可樂拼大獎」趣味競賽，將與現場民眾同樂迎新年。活動流程｜19:00 市集活動21:00 開場表演21:10 主持人開場介紹21:20 黑孩子樂團21:55 團體表演22:20 氣球魔術秀22:55 玩樂樂團23:15 喝可樂拼大獎總決賽及摸彩23:35長官貴賓介紹及致詞23:59 跨年倒數/煙火秀00:05 玩樂樂團00:15 萬元獎品大摸彩＊以主辦單位實際公佈為準。【曙光音樂會】日期｜1/1時間｜05:00&mdash;07:00地點｜千禧曙光紀念園區內容簡介｜重頭戲「迎曙光升旗典禮」每年都吸引近萬名遊客湧入千禧曙光園區，等待從太平洋海岸線上緩緩升起的黎明曙光，今年將於早上4點開啟好音樂時間，遊客可以在寧靜的凌晨及浪漫夜光下漫步沙灘，體驗自然視覺及心靈的洗禮，並在思奈樂團、藝享愛樂青少年樂團的優美樂音中敲響幸福鐘聲，祈願為新的一年帶來美好與盼望。活動流程｜05:20 歌手演唱05:50 熱身操帶動跳06:00 藝享愛樂青少年樂團06:20 長官貴賓介紹及致詞06:36 2023太麻里第一道曙光06:36 曙光升旗典禮06:36 藝享愛樂青少年樂團07:00 手牽手一齊來淨灘＊以主辦單位實際公佈為準。＜資訊來源：太麻里鄉公所＞,,詳見官網,,臺東縣,太麻里鄉,886-8-9781301,太麻里鄉公所,2022/12/31 19:00:00,2023/01/01 07:00:00,,,,,,,,,,121.010780,22.616840,03,,,,,,
C2_376540000A_005246,2023關山fun遊趣—系列活動：「慢食關山」 關山千人拔蘿蔔暨體驗活動,2023關山千人蘿蔔季來囉 112/01/14(六)AM9:00準時開拔~為體貼遠外而來的遊客，共分為兩個梯次，第一梯次9:00開拔；第二梯次10:00開拔，拔蘿蔔活動不用報名，當日現場即可參加！(請到現場購買專用袋及手套)現場另有社團表演及美食展售！2023關山fun遊趣&mdash;系列活動：「慢食關山」 關山千人拔蘿蔔暨體驗活動主辦單位｜關山鎮公所活動日期｜112/01/14(六)活動地點｜德高國小往東至東 7 線交接處蘿蔔田活動時間｜＊「關山千人拔蘿蔔活動」共兩梯次【第一梯次】09：00【第二梯次】10：00活動費用｜參加者付費（20 元工本費購買手套及米袋）。活動內容｜「關山千人拔蘿蔔活動」美食展售社團歌手表演詳細活動內容請參閱關山鎮公所官網，或洽089-815035。https://www.guanshan.gov.tw/臺東縣關山鎮公所ＦＢ粉絲頁https://zh-tw.facebook.com/guanshan.township/,,詳見官網,,臺東縣,關山鎮,886-8-9815035,關山鎮公所,2023/01/14 09:00:00,2023/01/14 12:00:00,,,,,,,,,,121.183660,23.073160,03,,,,,,
C2_376540000A_005250,努瓦里岸文化劇場-paw paw鼓展演,"努瓦里岸文化劇場(皆採預約制)▐ 努瓦里岸文化劇場營業時間：(皆採預約制)PawPaw鼓表演(約40分鐘)：採預約制，每場新臺幣3,000元。預約專線：089-854434或0915-777124▐「一起趣玩比西里岸」活動內容：(皆採預約制)1.  輕食套餐(阿米斯風味餐、海鮮咖哩飯等)、刺蔥野菜手工麵包、獵人糯米飯包、薯條及水果雪花冰等。2.  飲品（當季現榨果汁、小米露特調及看海的洛神花汁等）。3.  木羊DIY(約1小時)，$300/人。4.  另可預約部落巡禮及海上文化獨木舟活動。  預約專線：089-854434或0915-777124( 圖片、資料來源：東部海岸國家風景區觀光資訊網 )",,詳見官網,,臺東縣,成功鎮,886-8-9326141,臺東縣政府,2023/01/07 00:00:00,2023/12/31 23:59:59,,,,,,,,,,121.406670,23.123160,03,,,,,,
C2_376540000A_005251,阿美族民俗中心-旮亙展演,阿美族民俗中心位於東管處都歷處本部旁，佔地約2公頃，包括戶外表演廣場和可供2千人觀賞的戶外看台，是體驗阿美族傳統文化的好去處。中心於1995年11月興建完成，主要建築之祭屋及家屋，是依據日本民族學家千千岩助太郎在1943年於花蓮縣光復鄉調查的手繪圖，仿花蓮縣太巴塱社的祭司住家搭建，走訪這裡，可看出阿美族特有的居住文化。除了特色建築外，民俗中心還有部落文物展、手工藝品、特產展售、美食服務，及傳統歌舞表演等。----------------------------------------------------------------------------------------------展場開放時間：●週一、二、四、五、六、日 09:00~17:00；週三休園展演活動時間：● 週一、二、四、五、六：11:00、14:00 定時展演(兩場)● 週日：上午演出(預約制)；下午14:00、15:30 兩場展演(以現場達10人以上展演)收費方式：●定時展演：自由樂捐●預約展演：2000元/場●竹炮體驗：50元/人●射箭體驗：80元/人●樂器DIY：排笛200元/人(50分鐘)●串珠DIY：手飾串珠80元/人(30分鐘)●鑰匙圈DIY：原味飾品80元/人(30分鐘)●搗麻糬DIY：手工麻糬100元/人(30分鐘)●月桃編織DIY：杯墊體驗150元/人(40分鐘)●租借男女傳統服飾：拍照體驗 150元/人( 圖片、資料來源：東部海岸國家風景區觀光資訊網 ),,詳見官網,,臺東縣,成功鎮,886-8-9326141,臺東縣政府,2023/01/01 00:00:00,2023/12/31 23:59:59,,,,,,,,,,121.324900,23.018010,03,,,,,,
C2_376540000A_005252,2023月光．海音樂會,「月光&bull;海音樂會」主要以自然景觀做為舞台背景，藉由月升日落浪起潮退等自然現象的動態展演，具體而微隱喻了大地藝術節想要表達的閒暇哲學與東海岸生活的美學風格。以天然地景作為遊客凝視的窗口【2023 月光海音樂會 場次日期】6/21(三)、6/22(四)-售票場、7/3(一)、7/4(二)、8/1(二)、8/2(三)、9/1(五)、9/2(六)-售票場( 圖片、資料來源：東部海岸國家風景區觀光資訊網 ) &mdash;&mdash;&mdash;&mdash; 2023 東海岸大地藝術節 敬請期待&mdash;&mdash;&mdash;&mdash;,,詳見官網,,臺東縣,成功鎮,886-8-9326141,臺東縣政府,2023/06/21 00:00:00,2023/09/02 23:59:59,,,,,,,,,,121.324550,23.020160,03,,,,,,
C2_376540000A_005253,過山古道尋寶趣,提到綠島，您會聯想到什麼呢？是綠島小夜曲、朝日溫泉、還是海洋生物及潛水活動？告訴您一個秘密，綠島山林擁有很豐富的動植物生態喔！交通部觀光局東部海岸國家風景區管理處(以下簡稱東管處)，為帶領遊客一窺「過山古道」奧妙，特辦理【過山古道尋寶趣】活動，邀請大家歡迎一起來尋寶！綠島過山古道是昔日是由南寮通往溫泉的路徑，在早期沒有環島公路的 年代，貫穿綠島就是靠這條「過山古道」。環島公路開通後，古道就逐漸隱 沒在荒煙漫草中，民國85年，東管處重修古道，重啟往日的生活記憶。而今，這條生態景觀豐富的古道，已成為體驗綠島山林的絕佳路線。古道沿路可觀察到樹杞、蘭嶼土沉香、野牡丹、桃金孃等各種綠島典型的植物，人面蜘蛛、大笨蝶、碎斑硬象鼻蟲、攀木蜥蝪更是處處可見，傍晚時分，甚至可以看到螢火蟲在林間穿梭飛舞，運氣好的話還能遇上野生梅花鹿！( 圖片、資料來源：東部海岸國家風景區觀光資訊網 ),,詳見官網,,臺東縣,綠島鄉,886-8-9326141,臺東縣政府,2023/06/01 00:00:00,2023/10/31 23:59:59,,,,,,,,,,121.486300,22.656160,03,,,,,,
C2_376540000A_005254,2023長濱雙浪金剛馬拉松,2023長濱雙浪金剛馬拉松 稻浪海浪雙浪伴跑活動日期：2023年05月07日(日)活動起跑點：台東縣長濱國民小學( 圖片、資料來源：東部海岸國家風景區觀光資訊網 ) &mdash;&mdash;&mdash;&mdash; 活動詳情及報名資訊 敬請期待 &mdash;&mdash;&mdash;&mdash;,,詳見官網,,臺東縣,長濱鄉,886-8-9326141,臺東縣政府,2023/05/07 00:00:00,2023/05/07 23:59:59,,,,,,,,,,121.452380,23.315500,03,,,,,,
